Food_Ingredient,Category,Health_Label,Nutrition_Score,Remarks
Ferric pyrophosphate variant 432 variant 829 variant 890 variant 417,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Color Blue 1 variant 513 variant 777,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Ginger variant 728 variant 893 variant 705 variant 713 variant 692,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Disodium inosinate variant 755 variant 480 variant 60,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Desi ghee variant 961 variant 385,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Defoamer variant 619 variant 464,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Sodium aluminosilicate variant 282 variant 626 variant 668 variant 815 variant 162,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Sodium phosphate variant 45 variant 146 variant 173 variant 26 variant 514,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Sodium benzoate variant 650 variant 817 variant 268,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Fenugreek variant 14 variant 142 variant 467,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Chia seeds variant 90,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Dimethylpolysiloxane variant 398 variant 275,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Ginger extract variant 44 variant 513 variant 353,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Dates paste variant 764,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Chemical stabilizer variant 633 variant 549,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Defoamer variant 572 variant 96,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Zinc oxide variant 78 variant 203 variant 226,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Polydextrose variant 335 variant 197 variant 571 variant 31,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Bamboo shoot extract variant 55,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Ammonium bicarbonate variant 565 variant 68 variant 795,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Black pepper variant 174,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Aluminium ammonium sulfate variant 597 variant 892 variant 284 variant 884,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Monosodium glutamate variant 998,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Triethyl citrate variant 474 variant 869 variant 772 variant 933,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Sodium sulfite variant 197,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Himalayan pink salt variant 709 variant 618 variant 718,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Ferric pyrophosphate,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Propionate preservative variant 482,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Color Red 40 variant 148 variant 221,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Mustard oil variant 424 variant 672 variant 881,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Potassium nitrate variant 560 variant 183 variant 236,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Cardamom variant 429,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Olive oil variant 577 variant 752,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Titanium dioxide variant 500,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Color Red 40 variant 142 variant 834 variant 937,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Corn starch variant 650,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Rock salt variant 20,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Potassium sorbate variant 716 variant 772 variant 595,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Rock salt variant 675,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Sodium ascorbate variant 159 variant 390 variant 949 variant 812,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Soy protein variant 552,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Pectin variant 613,Preservative/Emulsifier,Caution,6,Used for texture/preservation; may cause side effects if overconsumed.
Sodium benzoate variant 650 variant 150 variant 665,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Cinnamon variant 937 variant 692 variant 995,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Cinnamon variant 59,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Sesame seeds variant 71,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Turmeric variant 591 variant 555,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Guar gum variant 695 variant 541 variant 22,Preservative/Emulsifier,Caution,6,Used for texture/preservation; may cause side effects if overconsumed.
Potassium nitrate variant 988,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Riboflavin variant 275 variant 624 variant 712,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Sodium aluminosilicate variant 282 variant 626 variant 668 variant 1 variant 510,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Cinnamon variant 937 variant 692 variant 995 variant 529 variant 107 variant 105,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Sodium sulfite variant 197 variant 42,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Propionate preservative variant 918 variant 69,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Calcium propionate variant 752 variant 401 variant 551 variant 947,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Lemon juice concentrate variant 381 variant 871 variant 793 variant 282 variant 601,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Propionate preservative variant 424 variant 997 variant 301,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Pea protein variant 933 variant 458 variant 834 variant 325 variant 872,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Cocoa powder variant 117 variant 416,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Monosodium glutamate variant 998 variant 882 variant 287,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Cinnamon variant 937 variant 692 variant 995 variant 750,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Guar gum variant 695 variant 589,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Sodium benzoate,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Flax seeds variant 853 variant 313,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Cinnamon variant 937 variant 692 variant 995 variant 529 variant 107 variant 647,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Trans fat variant 311 variant 267 variant 165,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Potassium sorbate solution variant 852 variant 373,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Vegetable fiber,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Lemon juice concentrate variant 411,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Triethyl citrate variant 474,Preservative/Emulsifier,Caution,6,Used for texture/preservation; may cause side effects if overconsumed.
Ethyl maltol variant 757,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Monosodium glutamate variant 587 variant 224 variant 467,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Propionate preservative variant 482 variant 252,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Lactic acid variant 559 variant 414,Preservative/Emulsifier,Caution,6,Used for texture/preservation; may cause side effects if overconsumed.
Ascorbyl palmitate,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Sodium aluminosilicate variant 282 variant 626 variant 668 variant 815 variant 321,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Ascorbyl palmitate variant 675,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Propionate preservative variant 918 variant 654,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Artificial butter flavor variant 510 variant 225 variant 620 variant 773,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Potassium sorbate variant 716 variant 562 variant 608,Additive/Chemical,Unhealthy,3,Potentially harmful or artificial ingredient. Limit intake.
Niacinamide variant 972,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Himalayan pink salt variant 849,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
Polydextrose variant 335 variant 197 variant 571,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Sodium acetate variant 335 variant 113,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Polydextrose variant 870 variant 444 variant 910,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Rice flour,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Black salt variant 667,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Artificial butter flavor variant 510 variant 225 variant 28,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Ammonium citrate variant 393 variant 907 variant 473 variant 125,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Chemical stabilizer variant 442 variant 128 variant 308 variant 442,Additive/Chemical,Unhealthy,1,Potentially harmful or artificial ingredient. Limit intake.
Potassium bromate variant 806 variant 465,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Pea protein variant 933 variant 458 variant 834 variant 310 variant 677,Natural/Healthy,Healthy,9,Rich in nutrients and beneficial for health.
Dimethylpolysiloxane variant 398 variant 142 variant 218,Preservative/Emulsifier,Caution,6,Used for texture/preservation; may cause side effects if overconsumed.
Potassium sorbate solution variant 852 variant 903,Additive/Chemical,Unhealthy,2,Potentially harmful or artificial ingredient. Limit intake.
Cumin variant 754 variant 642,Natural/Healthy,Healthy,10,Rich in nutrients and beneficial for health.
Microcrystalline cellulose variant 411 variant 869 variant 175 variant 977 variant 740,Preservative/Emulsifier,Caution,5,Used for texture/preservation; may cause side effects if overconsumed.
Sodium ascorbate variant 824,Preservative/Emulsifier,Caution,4,Used for texture/preservation; may cause side effects if overconsumed.
Ginger extract variant 44 variant 513,Natural/Healthy,Healthy,8,Rich in nutrients and beneficial for health.
